CF (Correct Answer)	Input	Similarity value
variable|random	variable	0.9121205
sample	range	0.1368643
difference	root	0.01133235
dividing	dividing	1
different|far|variable	different	0.6180547
describes|is|represents	variable	0.135936
subject|participant|participants	specimins	0
68	50	0
different|far|variable	different	0.6180547
likelihood|probability	range	0.0691823
68	68	0
rootmeansquarederror	sample deviation	0
mean	range	0.04283211
individual|single	different	0.1370365
68	68	0
mean	sample mean	0.6834998
subject|participant|participants	subject	0.9450604
sum	total	0.2582886
variable|random	individuals	0.1011855
likelihood|probability	probability	0.8752168
likelihood|probability	probability	0.8752168
68	68	0
rootmeansquarederror	mean	0
individual|single	sample	0.01109423
different|far|variable	different	0.6180547
range|set	range	0.7634179
difference	difference	1
subject|participant|participants	subject	0.9450604
sum	sum	1
68	68	0
range|set	range	0.7634179
68	68	0
different|far|variable	different	0.6180547
difference	difference	1
68	68	0
variable|random	indivuals	0
sum	sample	0.1208485
95	68	0
statistic	range	0.01032877
samples	samples	1
units	sample	0.01860789
individual|single	sample	0.01109423
statistic	individual	0.009964174
represents|describes|shows	represents	0.4684053
variance	total	0.05076657
68	68	0
range|set	range	0.7634179
rootmeansquarederror	range	0
mean	mean	1
symmetric	68	0
distribution	statistic	0.05095213
99.7	99	0
different|far|variable	different	0.6180547
participated	participate	0.2836498
individual|single	multiple	0.07294563
distribution	distrobution	0
sum	sum	1
represent|describe|sample	represent	0.5618359
68	68	0
range|set	distrobution	0
95	95	0
sample	sample	1
mean	sum	0.06994807
different|far|variable	different	0.6180547
99.7	99.7	0
symmetric	symetric	0
dividing	dividing	1
sample	sample	1
samplemean|mean	mean	1
statistic	range	0.01032877
units	ybut	0
standarddeviation	mean	0
individual|single	different	0.1370365
measure|represent|describe	represent	0.3973368
95	97.5	0
involves|uses|includes|observes	uses	0.6675121
expect	expect	1
difference	difference	1
variance	unit	0.06488631
symmetric	symetric	0
68	68	0
variance	range	0.006271204
statistic	range	0.01032877
population	individuals	0.06363291
range|set	range	0.7634179
different|far|variable	different	0.6180547
distribution	range	-0.05833861
99.7	99.7	0
sum	sum	1
statistic	example	0.1071056
observations	[timeout]	-0.119301
mean|samplemean|average	mean	0.6045831
observations	values	-0.05607055
represent|describe|sample	represent	0.5618359
difference	difference	1
observations	observations	1
standarderror	variance	0
mean|samplemean|average	mean	0.6045831
observations	observations	1
dividing	dividing	1
dividing	dividing	1
difference	difference	1
observations	observations	1
observations	observations	1
same	same	1
characteristic	property	0.03037018
same	same	1
sum	sum	1
observations	observations	1
difference	difference	1
represent|describe|sample	represent	0.5618359
observations	observations	1
characteristic	characteristic	1
mean|samplemean|average	mean	0.6045831
observations	observations	1
characteristic	characteristic	1
observations	observations	1
observations	observations	1
statistic	value	0.09144314
difference	difference	1
standarderror	variability	0
characteristic	characterisitc	0
divided	divided	1
3	six	0
3	3	0
represent|describe|sample	represent	0.5618359
observation	observation	1
represents|describes|shows	observations	0.0418522
99.7	99.7	0
range	distribution	-0.05833861
sum	sum	1
difference	difference	1
normal	normal	1
count	sum	-0.01366364
probability	probability	1
squareroot	square	0
density	density	1
3	3	0
difference	difference	1
variance	variance	1
represent|describe|sample	represent	0.5618359
difference	difference	1
density	density	1
mean|samplemean|average	mean	0.6045831
range	range	1
samplemean|mean	mean	1
standarddeviation	standard deviation	0
normal	normal	1
3	3	0
standarddeviation	standard deviation	0
variance	variance	1
3	3	0
normal	normal	1
variance	variance	1
range	range	1
represents|describes|shows	represents	0.4684053
characteristic	characteristic	1
population	observations	0.04064432
divided	divided	1
standarderror	standard error	0
variance	variance	1
observations	observations	1
standarddeviation	standard deviation	0
observation	observation	1
observations	observations	1
standarddeviation	standard deviation	0
95	95	0
participated	participated	1
3	3	0
dividing	dividing	1
2	2	0
characteristic	characteristic	1
dividing	dividing	1
standarderror	standard error	0
participated	participated	1
equal	mean	0.08831283
represents|describes|shows	represents	0.4684053
range	range	1
observations	observations	1
range|set	range	0.7634179
observations	observations	1
divided	divided	1
mean	mean	1
population	population	1
units	units	1
normal	normal	1
variance	variance	1
observations	observations	1
variable|random	variable	0.9121205
standarddeviation	standard deviation	0
observations	observations	1
represents|describes|shows	represents	0.4684053
observations	observations	1
variance	variance	1
density	density	1
2	2	0
involves|uses|includes|observes	involves	0.6161347
characteristic	characteristic	1
divided	divided	1
range	range	1
dividing	dividing	1
3	3	0
variance	standard deviation	0.04290871
equal	equal	1
standarderror	standard error	0
units	units	1
population		NA
3	[timeout]	0
mean	[timeout]	-0.03138116
population	population	1
range|set	mean	0.02916891
count	[timeout]	0.03134056
99.7	97.7	0
population	range	-0.03417082
represents|describes|shows	[timeout]	-0.07480666
mean	mean	1
observations	variables	0.1386307
observations	ranges	0.01039533
rootmeansquarederror	variable	0
count	[timeout]	0.03134056
mean	mean	1
mean	mean	1
multiple|many	variable	-0.0367156
multiple|many	[timeout]	0.05981871
population	[timeout]	-0.03986163
rootmeansquarederror	observtion	0
range|set	range	0.7634179
population	population	1
count	count	1
multiple|many	multiple	0.8556041
population	population	1
multiple|many	multiple	0.8556041
normal	range	0.005960651
population	population	1
samplemean|mean	mean	1
mean	root squared error	0.07051047
count	count	1
mean	variable	0.01982022
sample	mean	0.04083578
2	5	0
range|set	sample	0.1380402
count	count	1
dividing	[timeout]	-0.06684689
range		NA
range	[timeout]	0.003927464
99.7	99.7	0
dividing	[timeout]	-0.06684689
variance	[timeout]	-0.03662752
sample	variable	0.2575898
samplemean|mean	mean	1
count	count	1
count	count	1
sample	sample	1
2	2	0
sample	population	0.1951308
normal	range	0.005960651
normal	normal	1
dividing		NA
range|set	multiple	0.08733126
count	multiple	0.134241
characteristic	variation	0.1351127
subject|participant|participants	sample	-0.05426542
probability|likelihood|chance	[timeout]	0.04769977
68	99.7\	0
1	1	0
normal	normal	1
density	normal	0.03488968
2	2	0
samplemean|mean	mean	1
sample	sample	1
variance	range	0.006271204
difference		NA
divided	dividing	0.2106339
population	range	-0.03417082
equal		NA
different|far|variable		NA
standarddeviation		NA
variance		NA
expect	[timeout]	0.06841187
sample	population	0.1951308
1	2	0
standarddeviation	mean	0
normal	[timeout]	-0.007178908
multiple|many	[timeout]	0.05981871
observation	[timeout]	-0.1081844
subject|participant|participants	population	-0.01543897
95	[timeout]	0
range|set	range	0.7634179
observations	samples	0.04512589
95	95	0
units	sample	0.01860789
range|set	unit	-0.03042317
sample	mean	0.04083578
1	2	0
population	[timeout]	-0.03986163
expect	[timeout]	0.06841187
divided	divided	1
multiple|many	[timeout]	0.05981871
observation	[timeout]	-0.1081844
sample	population	0.1951308
equal	[timeout]	-0.001709098
observations	observations	1
different|far|variable	sample	0.1953987
99.7	97.7	0
standarddeviation	sample	0
squared		NA
sample	[timeout]	0.01504148
multiple|many		NA
observations	sample	0.1389508
95	95	0
standarddeviation	[timeout]	0
observation	[timeout]	-0.1081844
different|far|variable	range	0.04806004
sample	sample	1
expect	diffeent	0
equal	different	-0.002513382
squared	[timeout]	0.03092544
squareroot	range	0
sample	[timeout]	0.01504148
population	range	-0.03417082
divided	divided	1
1	1	0
range|set	difference	-0.02505179
sample	sample	1
99.7	99.7	0
equal	[timeout]	-0.001709098
3	median	0
rootmeansquarederror	[timeout]	0
sample	control	-0.013139
1	3	0
1	1	0
equal	equal	1
1|one	3	0
population	sample	0.1951308
mean	sample	0.04083578
3	3	0
1|one	1	0
participated	involved	0.05603593
population	sample	0.1951308
mean	mean	1
equal	equal	1
observation	population	-0.0004977721
equal	equal	1
3	3	0
equal	equal	1
equal	equal	1
rootmeansquarederror	mean	0
1|one	1	0
mean	population	0.09349147
probability|likelihood|chance	sample	0.1804603
equal	equal	1
equal	equal	1
1|one	1	0
statistic	sum	0.06870704
variability	mean	0.01187339
samplemean|mean	mean	1
subject|participant|participants	subjects	0.6036775
observations	mean	0.059784
sample	variance	0.2941584
3	3	0
mean	mean	1
statistic	statistic	1
probability|likelihood|chance	[timeout]	0.04769977
2	3	0
distribution	[timeout]	-0.003612177
3	3	0
involves|uses|includes|observes	involves	0.6161347
characteristic	population	-0.008440287
observations	mean	0.059784
describes|is|represents	[timeout]	-0.07837661
3	equal	0
divided	divide	0.2042875
variability	variability	1
mean	mean	1
likelihood|probability	sample	0.253758
95	95	0
expect	[timeout]	0.06841187
divided	divide	0.2042875
sample	sample	1
statistic	statistic	1
observation	observation	1
participated	participated	1
3	3	0
observations	observations	1
likelihood|probability	likelihood	0.4928042
normal	average	0.2075325
characteristic	population	-0.008440287
range	mean	0.04283211
1	1	0
expect	obtain	0.02601632
squared	statistic	-0.0007423411
measure|represent|describe	determine	0.1502205
standarderror	mean	0
equal	equal	1
range|set	set	0.6705973
standarddeviation	mean	0
different|far|variable	[timeout]	0.05748892
sum	average	0.09272732
1|one	mean	0.02486994
observations	observations	1
observation	sample	0.07037972
participated	are	-0.01118341
represent|describe|sample	differentiate	-0.05300044
95	70	0
variability	standard deviation	-0.06004029
range	range	1
observations	observations	1
represent|describe|sample	deviate	-0.08557196
1	3	0
describes|is|represents	represents	0.6913312
observation	sample	0.07037972
measure|represent|describe	represent	0.3973368
difference	root	0.01133235
participated	are	-0.01118341
equal	equal	1
expect	[timeout]	0.06841187
range|set	set	0.6705973
standarddeviation	standard deviation	0
1|one	1	0
standarddeviation	variability	0
divided	divide	0.2042875
standarddeviation	standard deviation	0
equal	equal	1
squared	sum	0.0689032
observations	observations	1
95	90	0
samples	[timeout]	-0.02774676
standarderror	standard deviation	0
measure|represent|describe	measure	0.7689974
expect	represent	-0.02348992
1|one	1	0
statistic	sample	0.1564132
range	rang	-0.0400969
participated	ar	0.1198357
observation	sample	0.07037972
mean|samplemean|average	mean	0.6045831
range|set	set	0.6705973
1	3	0
different|far|variable	different	0.6180547
equal	[timeout]	-0.001709098
expect		NA
statistic	equation	0.1084083
3		NA
normal	[timeout]	-0.007178908
normal	normal	1
probability|likelihood|chance	range	0.005119831
samples	variables	0.07916868
normal	normal	1
probability	mean	0.05055491
range|set	range	0.7634179
variance	distribution	0.1301108
sample	study	0.09132619
squareroot	range	0
statistic	range	0.01032877
probability	sample	0.2392952
normal	standard	0.02859854
statistic	statistic	1
68	3	0
subject|participant|participants	samples	-0.03589001
samplemean|mean	normal	-0.1335391
1	1	0
normal	normal	1
population	area	0.2066154
samples	samples	1
99.7	1	0
normal	normal	1
normal	standard	0.02859854
squareroot	square root	0
normal	norml	0
statistic	statistic	1
dividing		NA
normal	normal	1
expect		NA
likelihood|probability	events	0.009341109
statistic	statistic	1
squared	absolute	-0.01179402
likelihood|probability	likelihood	0.4928042
variable|random	gathered	0.1238281
squared	variable	0.07960542
likelihood|probability	likelihood	0.4928042
different|far|variable		NA
population	population	1
statistic	statistic	1
likelihood|probability	likelihood	0.4928042
describes|is|represents	is	0.3004219
likelihood|probability	likelihood	0.4928042
represent|describe|sample		NA
squared		NA
standarddeviation	same	0
likelihood|probability	likelihood	0.4928042
statistic	statistic	1
statistic	statistic	1
squared	typical	0.07170069
individual|single	different	0.1370365
individual|single	different	0.1370365
samples	samples	1
standarddeviation		NA
standarddeviation	standard deviation	0
different|far|variable	different	0.6180547
statistic	statistic	1
squareroot	square root	0
describes|is|represents	is	0.3004219
likelihood|probability	likelihood	0.4928042
